weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
0.905,-0.14,-0.593,-0.161,-0.636,-0.375,0.781,-0.548,"[0, 1, 2, 3, 4, 5, 6, 7]",188.0
-0.369,0.282,0.042,-0.328,-0.935,-0.818,-0.225,0.489,"[0, 1, 2, 3, 4, 5, 6, 7]",196.0
-0.844,-0.642,0.289,0.854,-0.765,0.576,-0.972,-0.371,"[0, 1, 2, 3, 4, 5, 6, 7]",173.0
0.321,0.173,-0.256,-0.488,0.226,0.626,0.57,-0.445,"[0, 1, 2, 3, 4, 5, 6, 7]",184.0
-0.521,0.606,-0.181,-0.462,0.878,0.555,0.486,-0.112,"[0, 1, 2, 3, 4, 5, 6, 7]",228.0
0.79,-0.971,-0.591,0.06,-0.767,0.237,0.655,0.37,"[0, 1, 2, 3, 4, 5, 6, 7]",447.0
-0.26,0.08,-0.989,0.261,0.766,-0.657,0.197,0.603,"[0, 1, 2, 3, 4, 5, 6, 7]",366.0
0.886,-0.493,0.265,0.711,-0.132,-0.776,0.898,0.194,"[0, 1, 2, 3, 4, 5, 6, 7]",136.0
0.761,0.061,-0.597,-0.301,0.34,-0.574,-0.154,-0.308,"[0, 1, 2, 3, 4, 5, 6, 7]",240.0
0.886,0.323,0.098,0.832,-0.467,0.176,-0.208,0.253,"[0, 1, 2, 3, 4, 5, 6, 7]",148.0
-0.415,-0.01,-0.464,-0.532,0.531,-0.877,0.43,0.566,"[0, 1, 2, 3, 4, 5, 6, 7]",359.0
-0.937,-0.148,-0.434,0.757,-0.676,0.328,0.711,-0.374,"[0, 1, 2, 3, 4, 5, 6, 7]",383.0
-0.604,-0.918,0.276,0.154,0.45,-0.495,0.856,0.603,"[0, 1, 2, 3, 4, 5, 6, 7]",350.0
-0.456,0.467,0.931,-0.795,-0.621,-0.893,-0.406,-0.382,"[0, 1, 2, 3, 4, 5, 6, 7]",120.0
0.151,0.706,0.551,-0.637,-0.862,-0.916,-0.411,0.729,"[0, 1, 2, 3, 4, 5, 6, 7]",134.0
0.324,0.221,0.005,0.762,-0.352,-0.624,0.487,-0.137,"[0, 1, 2, 3, 4, 5, 6, 7]",187.0
-0.703,-0.504,0.949,0.356,-0.684,0.785,-0.912,-0.132,"[0, 1, 2, 3, 4, 5, 6, 7]",244.0
0.175,-0.929,-0.577,0.213,-0.107,0.758,-0.328,-0.132,"[0, 1, 2, 3, 4, 5, 6, 7]",210.0
-0.882,0.614,-0.642,0.016,0.907,0.555,0.936,-0.992,"[0, 1, 2, 3, 4, 5, 6, 7]",318.0
0.058,0.288,-0.639,-0.409,-0.466,-0.412,-0.037,0.127,"[0, 1, 2, 3, 4, 5, 6, 7]",301.0
-0.974,-0.145,-0.043,-0.129,-0.934,-0.348,0.674,0.891,"[0, 1, 2, 3, 4, 5, 6, 7]",199.0
-0.365,-0.252,-0.7,-0.405,-0.132,-0.238,-0.961,0.648,"[0, 1, 2, 3, 4, 5, 6, 7]",181.0
0.19,0.518,0.349,-0.7,-0.674,0.249,-0.235,-0.756,"[0, 1, 2, 3, 4, 5, 6, 7]",135.0
-0.642,-0.457,0.025,-0.962,-0.553,-0.576,-0.812,-0.22,"[0, 1, 2, 3, 4, 5, 6, 7]",239.0
