weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
0.217,0.225,0.668,-0.594,-0.152,-0.994,-0.104,-0.533,"[0, 1, 2, 3, 4, 5, 6, 7]",148.0
0.285,-0.901,0.499,0.172,0.354,0.937,0.455,0.922,"[0, 1, 2, 3, 4, 5, 6, 7]",244.0
-0.24,0.764,0.634,-0.084,-0.487,0.016,-0.092,-0.842,"[0, 1, 2, 3, 4, 5, 6, 7]",158.0
-0.481,-0.633,-0.247,0.814,-0.408,0.052,-0.122,-0.734,"[0, 1, 2, 3, 4, 5, 6, 7]",3368.0
-0.464,0.884,0.261,-0.487,0.045,-0.153,-0.332,0.679,"[0, 1, 2, 3, 4, 5, 6, 7]",139.0
0.177,0.698,-0.138,0.276,0.881,0.263,-0.13,-0.06,"[0, 1, 2, 3, 4, 5, 6, 7]",164.0
0.998,-0.536,0.809,0.992,0.696,-0.122,0.888,-0.951,"[0, 1, 2, 3, 4, 5, 6, 7]",153.0
0.504,0.343,0.286,0.966,-0.092,-0.35,0.902,-0.057,"[0, 1, 2, 3, 4, 5, 6, 7]",164.0
-0.483,-0.243,0.918,-0.252,-0.717,-0.934,-0.718,0.864,"[0, 1, 2, 3, 4, 5, 6, 7]",160.0
-0.897,0.629,0.898,-0.178,-0.391,0.002,-0.826,-0.403,"[0, 1, 2, 3, 4, 5, 6, 7]",138.0
-0.442,-0.549,-0.886,-0.041,-0.579,0.17,-0.911,0.785,"[0, 1, 2, 3, 4, 5, 6, 7]",273.0
0.122,0.466,-0.664,0.826,-0.325,0.108,0.842,-0.298,"[0, 1, 2, 3, 4, 5, 6, 7]",268.0
0.457,0.23,0.42,0.592,-0.256,-0.472,0.052,0.502,"[0, 1, 2, 3, 4, 5, 6, 7]",162.0
-0.341,0.727,0.34,-0.259,-0.322,0.173,0.589,-0.154,"[0, 1, 2, 3, 4, 5, 6, 7]",185.0
-0.293,-0.7,-0.411,0.632,-0.337,0.093,0.153,0.278,"[0, 1, 2, 3, 4, 5, 6, 7]",3417.0
-0.905,0.454,0.495,-0.273,0.956,-0.575,-0.899,-0.616,"[0, 1, 2, 3, 4, 5, 6, 7]",126.0
-0.601,-0.226,-0.33,-0.636,-0.522,0.594,0.43,-0.899,"[0, 1, 2, 3, 4, 5, 6, 7]",225.0
-0.637,0.167,0.408,-0.604,-0.619,0.027,0.506,-0.942,"[0, 1, 2, 3, 4, 5, 6, 7]",174.0
-0.135,-0.691,0.239,0.869,0.858,0.296,0.499,0.22,"[0, 1, 2, 3, 4, 5, 6, 7]",163.0
-0.463,-0.199,0.823,0.864,-0.311,0.94,-0.986,-0.145,"[0, 1, 2, 3, 4, 5, 6, 7]",175.0
-0.061,-0.59,-0.651,-0.792,0.433,-0.23,-0.268,-0.819,"[0, 1, 2, 3, 4, 5, 6, 7]",3586.0
0.256,-0.298,-0.693,-0.036,-0.19,-0.637,0.326,-0.749,"[0, 1, 2, 3, 4, 5, 6, 7]",378.0
-0.531,-0.709,0.451,-0.429,0.439,-0.525,0.355,0.356,"[0, 1, 2, 3, 4, 5, 6, 7]",172.0
-0.848,0.52,0.428,-0.095,0.413,-0.38,0.145,0.456,"[0, 1, 2, 3, 4, 5, 6, 7]",133.0
