weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.122,-0.996,0.365,0.925,0.564,0.448,0.018,-0.062,"[0, 1, 2, 3, 4, 5, 6, 7]",159.0
-0.431,0.164,-0.733,0.278,-0.234,-0.626,-0.851,-0.34,"[0, 1, 2, 3, 4, 5, 6, 7]",210.0
-0.147,0.523,-0.795,0.882,-1.0,-0.176,-0.002,-0.429,"[0, 1, 2, 3, 4, 5, 6, 7]",383.0
-0.454,-0.507,0.464,0.779,-0.525,-0.26,-0.834,-0.179,"[0, 1, 2, 3, 4, 5, 6, 7]",173.0
0.107,0.934,-0.36,-0.532,-0.033,-0.175,0.043,0.432,"[0, 1, 2, 3, 4, 5, 6, 7]",239.0
0.014,0.01,-0.504,-0.897,0.911,0.81,-0.074,0.23,"[0, 1, 2, 3, 4, 5, 6, 7]",265.0
0.291,-0.945,-0.093,-0.861,-0.805,0.975,0.476,-0.271,"[0, 1, 2, 3, 4, 5, 6, 7]",224.0
0.188,-0.606,0.479,0.077,0.929,0.346,0.894,0.22,"[0, 1, 2, 3, 4, 5, 6, 7]",176.0
0.962,-0.713,-0.719,0.014,0.771,-0.906,0.131,-0.083,"[0, 1, 2, 3, 4, 5, 6, 7]",302.0
-0.924,0.391,-0.588,0.779,0.333,0.145,0.147,0.584,"[0, 1, 2, 3, 4, 5, 6, 7]",406.0
0.625,-0.733,-0.598,0.46,0.449,0.677,0.447,0.18,"[0, 1, 2, 3, 4, 5, 6, 7]",276.0
0.899,0.894,0.264,0.775,-0.235,0.834,0.028,-0.863,"[0, 1, 2, 3, 4, 5, 6, 7]",164.0
-0.578,-0.069,-0.071,-0.945,0.703,0.372,0.696,-0.599,"[0, 1, 2, 3, 4, 5, 6, 7]",249.0
0.564,-0.306,-0.699,0.27,-0.576,-0.274,-0.225,0.433,"[0, 1, 2, 3, 4, 5, 6, 7]",390.0
-0.795,0.044,0.246,-0.632,0.272,-0.842,0.233,0.324,"[0, 1, 2, 3, 4, 5, 6, 7]",212.0
0.329,0.791,0.602,0.509,0.776,-0.543,0.918,-0.546,"[0, 1, 2, 3, 4, 5, 6, 7]",163.0
-0.692,-0.634,-0.142,-0.952,0.836,-0.768,0.055,-0.178,"[0, 1, 2, 3, 4, 5, 6, 7]",1887.0
0.005,-0.473,-0.445,-0.257,-0.608,-0.022,-0.388,-0.079,"[0, 1, 2, 3, 4, 5, 6, 7]",3365.0
0.933,-0.424,-0.272,0.885,-0.498,0.522,0.965,-0.055,"[0, 1, 2, 3, 4, 5, 6, 7]",227.0
-0.446,0.446,-0.719,0.72,0.208,-0.626,-0.98,-0.926,"[0, 1, 2, 3, 4, 5, 6, 7]",444.0
0.191,0.211,0.079,-0.692,-0.934,-0.502,-0.032,-0.138,"[0, 1, 2, 3, 4, 5, 6, 7]",188.0
0.326,0.206,0.306,-0.293,0.556,0.332,0.178,0.748,"[0, 1, 2, 3, 4, 5, 6, 7]",135.0
-0.845,0.747,0.669,-0.211,-0.473,0.406,0.84,-0.333,"[0, 1, 2, 3, 4, 5, 6, 7]",164.0
-0.421,0.119,-0.8,0.281,0.413,0.175,0.817,-0.516,"[0, 1, 2, 3, 4, 5, 6, 7]",330.0
