weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.653,-0.608,-0.444,-0.048,-0.497,-0.438,0.557,0.798,"[0, 1, 2, 3]",3628.0
-0.384,-0.091,0.748,0.817,0.358,-0.582,-0.353,0.55,"[0, 1, 2, 3]",166.0
-0.166,-0.718,-0.579,-0.225,-0.332,-0.732,0.997,0.526,"[0, 1, 2, 3]",3508.0
0.968,-0.789,-0.735,-0.913,0.459,-0.589,-0.792,-0.85,"[0, 1, 2, 3]",428.0
-0.996,0.913,0.904,-0.607,0.736,0.234,-0.866,-0.173,"[0, 1, 2, 3]",137.0
-0.109,0.507,-0.726,-0.522,0.808,-0.16,0.931,-0.081,"[0, 1, 2, 3]",275.0
0.727,-0.493,-0.658,0.591,-0.979,-0.391,0.965,0.769,"[0, 1, 2, 3]",435.0
0.463,-0.445,0.167,0.215,-0.767,0.976,-0.524,-0.673,"[0, 1, 2, 3]",99.0
-0.902,-0.705,0.157,0.382,0.742,0.361,0.53,-0.599,"[0, 1, 2, 3]",309.0
0.874,0.012,-0.115,-0.888,-0.822,0.619,0.768,0.296,"[0, 1, 2, 3]",150.0
-0.348,0.7,-0.728,-0.883,0.264,0.188,0.937,0.324,"[0, 1, 2, 3]",329.0
-0.958,-0.112,-0.291,0.198,0.951,-0.536,0.679,-0.34,"[0, 1, 2, 3]",3752.0
-0.211,-0.175,0.92,0.639,0.682,-0.055,0.642,0.162,"[0, 1, 2, 3]",150.0
0.73,0.527,-0.376,0.703,-0.767,-0.546,0.58,-0.247,"[0, 1, 2, 3]",142.0
-0.276,-0.997,-0.013,-0.588,-0.647,-0.286,0.608,0.811,"[0, 1, 2, 3]",3547.0
0.527,0.026,-0.029,0.181,-0.359,0.982,-0.818,-0.714,"[0, 1, 2, 3]",178.0
-0.567,0.245,-0.141,-0.267,-0.018,-0.493,-0.032,-0.586,"[0, 1, 2, 3]",382.0
-0.644,-0.185,-0.203,0.188,-0.452,0.544,-0.94,0.648,"[0, 1, 2, 3]",3513.0
0.78,-0.639,-0.564,0.212,0.03,-0.657,0.094,0.632,"[0, 1, 2, 3]",423.0
-0.671,-0.342,0.328,0.351,0.864,-0.555,0.206,0.474,"[0, 1, 2, 3]",195.0
-0.928,0.394,-0.538,0.21,-0.074,0.201,-0.391,0.942,"[0, 1, 2, 3]",421.0
-0.898,0.318,0.951,0.61,0.144,0.204,-0.563,-0.613,"[0, 1, 2, 3]",168.0
-0.538,-0.706,-0.694,0.724,-0.486,-0.261,-0.549,-0.45,"[0, 1, 2, 3]",3543.0
0.83,-0.482,-0.408,-0.85,-0.864,0.316,0.612,-0.79,"[0, 1, 2, 3]",235.0
