weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.728,-0.389,-0.938,-0.018,0.227,0.922,0.756,-0.415,"[0, 1, 2, 3]",3481.0
0.123,0.79,-0.938,-0.998,0.594,-0.79,0.09,-0.085,"[0, 1, 2, 3]",304.0
-0.807,0.859,-0.681,0.512,-0.499,0.795,0.267,-0.531,"[0, 1, 2, 3]",299.0
-0.743,0.603,0.2,-0.24,0.699,0.027,-0.448,0.705,"[0, 1, 2, 3]",196.0
0.766,-0.63,-0.463,-0.477,-0.34,0.834,-0.079,0.859,"[0, 1, 2, 3]",439.0
0.74,0.509,-0.515,0.212,0.162,0.913,0.113,-0.015,"[0, 1, 2, 3]",164.0
0.963,-0.561,0.385,-0.935,0.127,0.324,-0.687,0.386,"[0, 1, 2, 3]",176.0
-0.17,0.784,0.496,-0.984,0.163,0.807,0.126,-0.79,"[0, 1, 2, 3]",174.0
-0.785,0.718,0.868,0.292,-0.446,-0.823,0.139,-0.261,"[0, 1, 2, 3]",149.0
0.398,-0.456,0.606,-0.554,-0.037,-0.151,-0.277,0.006,"[0, 1, 2, 3]",151.0
0.448,-0.498,0.455,-0.838,-0.177,0.059,0.26,-0.689,"[0, 1, 2, 3]",223.0
-0.888,-0.047,-0.168,0.317,-0.843,0.894,-0.716,0.299,"[0, 1, 2, 3]",3548.0
-0.46,-0.724,0.443,0.877,0.06,-0.383,-0.789,-0.532,"[0, 1, 2, 3]",160.0
0.17,-0.514,-0.073,-0.655,0.606,-0.801,0.18,-0.786,"[0, 1, 2, 3]",3481.0
0.882,0.967,-0.006,-0.395,0.745,-0.952,0.508,-0.338,"[0, 1, 2, 3]",174.0
0.989,-0.317,-0.673,0.899,-0.222,-0.717,-0.765,0.902,"[0, 1, 2, 3]",251.0
-0.876,0.585,-0.162,0.291,-0.774,0.134,-0.243,0.938,"[0, 1, 2, 3]",425.0
-0.279,0.152,-0.097,0.98,-0.589,0.562,-0.021,0.101,"[0, 1, 2, 3]",436.0
-0.51,-0.628,0.546,-0.279,0.605,0.081,-0.264,0.81,"[0, 1, 2, 3]",208.0
-0.845,-0.213,0.927,0.291,0.932,0.773,0.31,0.89,"[0, 1, 2, 3]",152.0
0.877,-0.362,-0.637,-0.156,0.718,-0.454,-0.457,0.075,"[0, 1, 2, 3]",280.0
0.255,0.126,-0.908,0.816,0.0,-0.969,0.443,-0.954,"[0, 1, 2, 3]",328.0
-0.084,-0.583,0.254,-0.868,-0.577,0.361,0.653,-0.638,"[0, 1, 2, 3]",186.0
-0.444,-0.273,0.272,-0.458,0.096,-0.249,-0.356,0.175,"[0, 1, 2, 3]",186.0
