weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.356,0.183,-0.508,-0.893,0.627,-0.605,0.493,-0.004,"[0, 1, 2, 3]",434.0
0.339,0.196,0.032,0.47,0.359,0.265,0.14,0.503,"[0, 1, 2, 3]",187.0
-0.863,-0.035,0.847,0.89,0.965,0.739,0.43,-0.888,"[0, 1, 2, 3]",237.0
-0.466,-0.991,-0.158,-0.796,0.123,0.376,0.982,0.19,"[0, 1, 2, 3]",3522.0
-0.97,-0.087,0.411,0.311,-0.322,-0.702,-0.364,0.237,"[0, 1, 2, 3]",183.0
-0.646,0.631,0.457,0.262,0.412,-0.316,-0.552,-0.091,"[0, 1, 2, 3]",149.0
0.905,-0.416,-0.949,0.27,0.452,0.861,0.132,-0.89,"[0, 1, 2, 3]",323.0
-0.116,-0.861,0.396,0.114,0.55,0.583,0.878,0.537,"[0, 1, 2, 3]",249.0
0.626,-0.068,-0.611,-0.938,0.056,-0.594,0.504,0.772,"[0, 1, 2, 3]",255.0
-0.952,-0.024,0.042,0.699,0.311,-0.814,0.321,0.372,"[0, 1, 2, 3]",300.0
0.098,0.103,0.707,0.576,0.12,-0.574,0.958,-0.328,"[0, 1, 2, 3]",98.0
-0.966,-0.38,-0.18,0.295,-0.329,0.499,-0.325,0.368,"[0, 1, 2, 3]",3697.0
-0.359,-0.378,0.63,0.672,-0.309,0.375,0.935,0.996,"[0, 1, 2, 3]",163.0
-0.68,-0.038,-0.662,0.34,-0.302,0.318,0.997,0.885,"[0, 1, 2, 3]",3672.0
-0.577,-0.26,0.333,0.303,0.548,-0.291,-0.475,-0.13,"[0, 1, 2, 3]",174.0
0.346,0.543,-0.844,0.408,-0.734,0.205,0.424,-0.744,"[0, 1, 2, 3]",229.0
0.575,0.326,0.107,0.83,0.235,-0.879,-0.017,-0.868,"[0, 1, 2, 3]",166.0
-0.019,-0.953,0.287,-0.735,-0.478,0.528,0.007,-0.109,"[0, 1, 2, 3]",233.0
-0.075,-0.47,-0.905,-0.984,-0.416,0.121,0.592,-0.41,"[0, 1, 2, 3]",1261.0
-0.078,-0.22,0.341,-0.23,-0.799,-0.655,0.33,-0.451,"[0, 1, 2, 3]",213.0
0.748,0.287,0.84,-0.108,0.829,0.414,0.239,0.342,"[0, 1, 2, 3]",115.0
0.45,0.251,0.611,0.97,0.072,0.343,0.986,-0.593,"[0, 1, 2, 3]",150.0
-0.483,-0.411,0.772,0.098,0.837,0.515,-0.544,0.542,"[0, 1, 2, 3]",277.0
-0.558,-0.511,-0.458,0.11,0.703,0.815,0.601,-0.067,"[0, 1, 2, 3]",3601.0
