weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
0.409,-0.701,0.669,-0.547,0.4,-0.107,-0.796,0.655,"[0, 1, 2, 3]",176.0
-0.064,0.304,0.16,0.719,0.333,-0.856,-0.031,-0.351,"[0, 1, 2, 3]",125.0
0.685,-0.881,0.02,0.154,-0.504,0.813,0.984,-0.693,"[0, 1, 2, 3]",240.0
0.337,-0.857,-0.515,0.954,0.567,0.652,-0.024,0.876,"[0, 1, 2, 3]",3628.0
-0.28,0.351,0.154,-0.019,0.699,-0.795,0.736,-0.159,"[0, 1, 2, 3]",159.0
0.565,-0.365,-0.767,-0.184,-0.796,0.472,0.298,-0.93,"[0, 1, 2, 3]",351.0
0.06,0.504,-0.666,-0.002,0.301,0.667,0.892,0.487,"[0, 1, 2, 3]",279.0
0.7,-0.07,0.387,-0.288,-0.825,-0.072,-0.279,0.815,"[0, 1, 2, 3]",149.0
0.707,-0.494,0.563,-0.348,0.114,0.509,0.522,0.108,"[0, 1, 2, 3]",160.0
0.736,0.903,-0.991,0.669,-0.464,-0.271,-0.001,0.826,"[0, 1, 2, 3]",266.0
-0.492,-0.561,-0.145,-0.837,0.195,0.8,-0.154,0.107,"[0, 1, 2, 3]",3598.0
-0.133,-0.036,0.548,0.97,-0.243,-0.197,0.23,-0.312,"[0, 1, 2, 3]",150.0
-0.536,-0.383,-0.772,-0.671,-0.996,0.149,0.469,-0.04,"[0, 1, 2, 3]",3466.0
-0.787,-0.004,-0.73,0.425,-0.77,-0.171,-0.145,-0.329,"[0, 1, 2, 3]",667.0
0.148,-0.367,-0.977,-0.051,-0.717,-0.114,-0.426,0.721,"[0, 1, 2, 3]",1202.0
0.473,-0.262,0.952,0.115,-0.597,0.773,-0.792,0.513,"[0, 1, 2, 3]",97.0
-0.462,0.503,-0.225,-0.83,-0.54,-0.486,-0.175,0.624,"[0, 1, 2, 3]",342.0
0.816,0.878,-0.044,-0.509,-0.521,-0.103,-0.956,0.28,"[0, 1, 2, 3]",175.0
-0.189,-0.221,-0.953,0.117,0.852,-0.172,-0.714,-0.981,"[0, 1, 2, 3]",1143.0
0.662,0.451,-0.249,0.828,0.788,-0.764,0.378,0.478,"[0, 1, 2, 3]",210.0
-0.499,0.937,-0.329,-0.958,0.696,-0.175,-0.167,-0.981,"[0, 1, 2, 3]",242.0
0.899,-0.473,-0.832,0.764,0.469,-0.858,-0.788,-0.951,"[0, 1, 2, 3]",406.0
-0.895,0.182,-0.049,-0.137,0.589,-0.212,0.849,0.348,"[0, 1, 2, 3]",338.0
0.897,0.232,0.117,0.54,0.549,0.685,0.512,-0.234,"[0, 1, 2, 3]",152.0
