weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.273,-0.046,0.577,-0.122,-0.267,0.727,-0.368,-0.144,"[0, 1, 2, 3, 4, 5, 6]",816.0
0.53,-0.782,-0.95,0.358,-0.04,-0.302,0.194,0.995,"[0, 1, 2, 3, 4, 5, 6]",2148.0
-0.136,-0.985,0.491,-0.936,-0.034,0.523,-0.465,-0.885,"[0, 1, 2, 3, 4, 5, 6]",2145.0
-0.084,-0.195,-0.762,0.714,-0.457,0.836,-0.711,-0.642,"[0, 1, 2, 3, 4, 5, 6]",2158.0
0.926,-0.005,-0.136,-0.655,-0.588,0.331,-0.253,-0.05,"[0, 1, 2, 3, 4, 5, 6]",2192.0
0.561,0.897,-0.589,0.877,0.565,-0.528,0.483,0.204,"[0, 1, 2, 3, 4, 5, 6]",336.0
0.399,0.563,-0.409,-0.965,0.812,0.262,-0.082,0.959,"[0, 1, 2, 3, 4, 5, 6]",2246.0
-0.728,-0.965,-0.164,-0.183,-0.675,-0.036,-0.767,-0.28,"[0, 1, 2, 3, 4, 5, 6]",285.0
-0.29,0.835,-0.008,-0.387,-0.263,-0.843,-0.962,-0.495,"[0, 1, 2, 3, 4, 5, 6]",2130.0
-0.651,-0.466,0.764,0.949,-0.333,0.666,-0.394,0.489,"[0, 1, 2, 3, 4, 5, 6]",585.0
0.526,-0.765,-0.449,0.076,0.7,-0.882,-0.094,-0.797,"[0, 1, 2, 3, 4, 5, 6]",2211.0
-0.101,-0.242,-0.595,-0.722,0.206,-0.639,-0.298,-0.63,"[0, 1, 2, 3, 4, 5, 6]",176.0
-0.679,-0.576,0.414,0.361,0.513,0.672,-0.868,0.095,"[0, 1, 2, 3, 4, 5, 6]",2189.0
-0.148,-0.857,0.408,-0.004,0.542,-0.952,0.308,0.327,"[0, 1, 2, 3, 4, 5, 6]",1918.0
0.681,0.263,-0.454,0.64,-0.446,-0.711,0.085,-0.663,"[0, 1, 2, 3, 4, 5, 6]",303.0
-0.896,0.488,0.195,0.28,0.052,-0.944,-0.06,0.155,"[0, 1, 2, 3, 4, 5, 6]",2125.0
0.999,-0.207,-0.497,-0.504,-0.514,-0.588,-0.294,-0.959,"[0, 1, 2, 3, 4, 5, 6]",183.0
-0.579,0.17,0.264,0.963,-0.456,-0.254,-0.447,-0.477,"[0, 1, 2, 3, 4, 5, 6]",2132.0
-0.807,0.573,0.231,-0.559,-0.867,-0.312,0.152,0.813,"[0, 1, 2, 3, 4, 5, 6]",2209.0
0.234,-0.483,-0.864,0.1,-0.787,0.05,0.902,0.372,"[0, 1, 2, 3, 4, 5, 6]",2159.0
0.007,0.251,0.799,0.529,-0.712,-0.882,0.903,-0.51,"[0, 1, 2, 3, 4, 5, 6]",1649.0
0.118,0.667,-0.136,-0.405,0.67,0.638,-0.583,-0.246,"[0, 1, 2, 3, 4, 5, 6]",2180.0
-0.441,0.12,0.237,0.158,-0.203,0.877,0.146,-0.778,"[0, 1, 2, 3, 4, 5, 6]",2120.0
-0.13,0.863,0.125,0.592,0.671,-0.564,0.015,-0.133,"[0, 1, 2, 3, 4, 5, 6]",1408.0
