weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.716,0.092,0.012,0.014,-0.936,-0.499,-0.946,0.781,"[0, 1, 2, 3, 4, 5, 6]",2231.0
-0.433,-0.884,-0.781,0.414,-0.122,0.054,-0.014,0.593,"[0, 1, 2, 3, 4, 5, 6]",393.0
-0.536,-0.211,0.055,-0.226,-0.623,-0.035,-0.944,0.491,"[0, 1, 2, 3, 4, 5, 6]",2163.0
0.294,0.832,0.854,0.577,-0.61,-0.897,0.963,-0.496,"[0, 1, 2, 3, 4, 5, 6]",1342.0
0.847,0.784,-0.171,0.471,-0.134,-0.762,-0.134,-0.486,"[0, 1, 2, 3, 4, 5, 6]",2170.0
-0.182,-0.547,0.417,-0.448,-0.924,-0.792,-0.029,-0.641,"[0, 1, 2, 3, 4, 5, 6]",255.0
-0.967,0.196,-0.054,-0.169,0.274,-0.042,-0.479,0.933,"[0, 1, 2, 3, 4, 5, 6]",2150.0
-0.72,0.335,0.856,0.346,-0.154,-0.461,0.211,-0.468,"[0, 1, 2, 3, 4, 5, 6]",2224.0
0.957,-0.35,0.186,0.796,0.091,-0.711,0.158,0.412,"[0, 1, 2, 3, 4, 5, 6]",259.0
0.621,0.224,-0.209,-0.724,0.265,0.025,0.02,0.655,"[0, 1, 2, 3, 4, 5, 6]",2113.0
0.617,0.741,-0.525,0.727,-0.62,-0.573,-0.591,0.863,"[0, 1, 2, 3, 4, 5, 6]",1347.0
-0.373,0.349,0.102,-0.071,-0.091,0.292,-0.435,-0.268,"[0, 1, 2, 3, 4, 5, 6]",988.0
-0.291,-0.293,0.531,-0.599,0.556,-0.097,0.414,0.921,"[0, 1, 2, 3, 4, 5, 6]",125.0
0.955,0.483,0.019,0.517,-0.329,0.714,0.927,-0.406,"[0, 1, 2, 3, 4, 5, 6]",2216.0
-0.323,0.74,-0.59,-0.425,-0.367,-0.631,0.682,-0.252,"[0, 1, 2, 3, 4, 5, 6]",2327.0
-0.242,-0.358,-0.367,0.082,-0.405,0.632,0.534,0.213,"[0, 1, 2, 3, 4, 5, 6]",279.0
0.659,-0.259,0.339,-0.565,0.485,0.919,-0.565,-0.86,"[0, 1, 2, 3, 4, 5, 6]",2123.0
-0.559,-0.785,0.972,-0.07,0.841,-0.726,-0.742,0.905,"[0, 1, 2, 3, 4, 5, 6]",2191.0
-0.161,0.28,-0.725,0.592,-0.256,0.227,0.29,0.327,"[0, 1, 2, 3, 4, 5, 6]",1393.0
-0.131,0.947,0.237,0.521,-0.072,0.091,-0.58,0.533,"[0, 1, 2, 3, 4, 5, 6]",2113.0
0.572,0.083,0.661,-0.784,-0.589,0.053,-0.155,-0.158,"[0, 1, 2, 3, 4, 5, 6]",1548.0
-0.09,0.676,-0.0,-0.861,0.381,0.176,0.547,0.534,"[0, 1, 2, 3, 4, 5, 6]",2155.0
-0.724,-0.587,-0.366,0.858,0.399,-0.895,-0.411,-0.516,"[0, 1, 2, 3, 4, 5, 6]",2140.0
-0.948,0.848,0.027,-0.243,0.307,0.472,0.105,0.918,"[0, 1, 2, 3, 4, 5, 6]",2201.0
