weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
-0.06547240891127348,0.3340112871074976,0.3112111001022009,-0.6109313390836113,0.7585270078543538,0.01833665860740652,0.6811637377652393,-0.12191833242068251,"[0, 1, 2, 3]",13.027999999999999
-0.9958648090897799,0.7870879656364291,-0.5958160869213072,-0.17442811475248532,0.9855235849420512,0.8445397238036474,0.13403467904075894,0.9944498485397819,"[0, 1, 2, 3]",32.06600000000003
-0.038470685217224077,0.5854972035191419,0.2082569848318292,0.9745635073131234,0.011440177484259628,0.5406112485430379,-0.9997834304529465,-0.4885297881036432,"[0, 1, 2, 3]",15.032999999999998
0.17871626480692893,0.2241923844487672,-0.6710873803717878,0.36012229796536555,0.2846087881258996,-0.7379111164550727,0.1396729639436991,-0.43147695435370204,"[0, 1, 2, 3]",19.049
0.5850647691024511,-0.5072652197880627,-0.4353417088251541,-0.9752132272623206,-0.8347267369462494,-0.06530696749833864,-0.44106429964849503,-0.20767301998524412,"[0, 1, 2, 3]",41.089999999999996
-0.7647645962188805,0.25456541794634946,0.07037026970007099,-0.9892435617050592,0.8125042312586319,0.5415938003574123,-0.29467360045523816,-0.4812323502843945,"[0, 1, 2, 3]",17.045999999999996
0.054257275367894486,-0.626184059429888,0.26622569618848946,-0.6337910550368164,0.9200678044166519,-0.059535638430811444,-0.3672691883608643,-0.20013186794924853,"[0, 1, 2, 3]",17.046999999999993
-0.47152011222348733,0.9890297762737057,0.511364552133668,0.6016527207446498,-0.584254743572707,0.8292342171450362,-0.6050719385685035,0.33027961184772514,"[0, 1, 2, 3]",11.023999999999997
-0.42152401735846157,-0.19489794757646495,0.05629654792645922,0.48437385241468456,-0.4924187117190857,0.4672727285090197,0.36367193123035624,0.4113093144440674,"[0, 1, 2, 3]",24.071000000000005
0.9214123962950342,-0.8546397626548967,-0.677586774047346,-0.9349461215283876,-0.15503921944361854,0.9632739590843407,-0.9604228077327797,-0.4717104989972345,"[0, 1, 2, 3]",74.11899999999996
0.7677713102124828,0.20152074151811505,0.6463103848215501,-0.12164789721635261,-0.7642127311707756,-0.2230934880869635,0.4107112530525143,-0.5675264995699691,"[0, 1, 2, 3]",10.021
-0.6097496931219164,-0.6117357000523336,0.435092622061215,0.8195400645672084,0.6684027823756162,0.9423658000715953,-0.31707311694913076,0.30184058054324847,"[0, 1, 2, 3]",26.08600000000003
0.9918024469369455,-0.9991200434882539,-0.9320358152077504,-0.9472906827206082,0.29353439140096427,-0.19658291774317416,-0.8668635179156088,0.924697312510874,"[0, 1, 2, 3]",195.22500000000073
0.22935317692027968,0.14970308678396815,0.9694732982846703,0.1497465678063019,0.577263035545468,0.909020691125138,-0.7035868207744802,0.87708402029765,"[0, 1, 2, 3]",13.027999999999999
0.4647432866310044,0.14011847359523522,0.4081722759735271,-0.2855012521002107,-0.9665586959267587,0.08227940813893664,0.9920497919266129,0.18759986554695174,"[0, 1, 2, 3]",9.021000000000003
-0.5070961672979106,-0.25118469246165165,-0.31664222714959633,-0.8028806653892804,-0.3948407857115961,-0.4632008151,-0.24086068316260723,0.7039311772858641,"[0, 1, 2, 3]",795.7399999999898
-0.9272854361477743,0.24518555458679492,-0.6819958872754417,0.899475262131161,0.6093790397425858,0.0006726271830703734,-0.9374338066826549,0.06396995406868444,"[0, 1, 2, 3]",39.084999999999994
0.8019068333804933,0.2843912192160356,-0.22736090547684285,0.23328619550819618,0.29563169774725373,0.5292897029896493,0.13952051642033503,0.8483944772589584,"[0, 1, 2, 3]",15.030999999999993
0.7006078026924123,0.22055910166696457,0.5538217213658161,0.5334167464067576,0.8632182548788361,-0.9159102152613192,0.9981595556572618,-0.12438811998922672,"[0, 1, 2, 3]",11.027999999999999
-0.889730411625195,0.7275722523255648,0.8669907177938714,0.7893195350696869,0.059384690933080186,0.4817560050906182,-0.4228821494285886,0.2359533055758376,"[0, 1, 2, 3]",17.046999999999993
-0.11761824001541243,-0.4352215417346641,-0.45823151038830146,0.23178259248475896,-0.8065180963081993,-0.689886447283313,0.92305438225743,-0.5934674509643478,"[0, 1, 2, 3]",706.7289999999906
-0.9853196686575967,-0.6611916167559069,0.7910465622257878,-0.05876305738204479,0.8510601853578534,-0.8716899458269818,0.19479887521900996,0.43490001900410125,"[0, 1, 2, 3]",21.054
0.16304422801400253,0.8750063601602867,-0.20651979886240057,0.2504650427881818,0.7358084381952998,0.5623497242420339,-0.16265911963152924,0.38329229777036433,"[0, 1, 2, 3]",15.040999999999993
0.7704068572465137,-0.5533030707812057,0.5478229381702149,0.14892489855338442,0.959753812405159,0.6224244250051465,0.4133434438583148,-0.24498882206850814,"[0, 1, 2, 3]",9.026000000000002
