weight_holes,weight_height,weight_bumpiness,weight_line_clear,weight_hollow_columns,weight_row_transition,weight_col_transition,weight_pit_count,weight_to_consider ,score
0.99998671049144,0.27574865159742257,-0.6574968414517743,0.7012726372387548,-0.685347394775444,-0.6219253645903229,0.7333033165854193,-0.5210941448201505,"[0, 1, 2, 3]",879.7369999999853
-0.2980703705286194,0.3407532141899148,-0.7941097830202073,-0.08833220512651585,-0.03078786028744407,0.664559052301219,0.9567264769828796,-0.07346542167580594,"[0, 1, 2, 3]",34.06400000000004
0.4261860573365239,-0.22275725224851084,-0.08867345487500189,-0.6940286696915265,0.30905515186287813,-0.13090169770046267,-0.4687959242184354,0.6829781902216192,"[0, 1, 2, 3]",786.733999999989
0.4007793365871215,0.450802207705181,0.8899793239896834,-0.05112134418739234,0.8328154006130255,0.44397192016156906,-0.14868817619747365,-0.04451477820165173,"[0, 1, 2, 3]",776.7359999999894
-0.6162515420146519,-0.674399393632102,0.03758498109849273,0.9967499105489586,-0.9322828615527761,0.5675217146573506,0.9354528917018443,-0.5655354003580761,"[0, 1, 2, 3]",931.7329999999865
-0.6588017376147408,-0.7437114860298795,0.5868438909994749,-0.946985222008426,-0.4255509574735501,-0.7676835912065059,-0.4860818487065537,0.7384105655584732,"[0, 1, 2, 3]",33.07700000000004
0.16172311092286074,-0.5229087580346723,0.2947253683759943,0.4417775933413468,0.14061250436250483,0.5651895199991503,-0.09158434664968507,-0.9840106514404057,"[0, 1, 2, 3]",777.7349999999894
-0.5691362569789189,-0.04344201873865661,0.868074336269528,0.9435224738996579,-0.9996465561939256,0.10077981653100743,0.6167159641209838,-0.7006575929840542,"[0, 1, 2, 3]",901.7389999999893
0.57423744280674,-0.8824545371707764,0.44556438354557004,-0.18413569370257887,-0.25009871225480484,-0.5030604951439945,0.9562332579564565,-0.46380426186102963,"[0, 1, 2, 3]",771.7329999999884
0.29547669319474257,0.9775420012493536,-0.6978578098687314,-0.732201884118987,0.3422417183789175,-0.3344700057849799,0.004649772083678005,0.5888450496861584,"[0, 1, 2, 3]",740.7319999999891
0.3457026119690685,-0.5172571781584481,0.6736809637374863,0.3224311455369142,0.5843647280186588,0.6162382562040711,-0.14324996159308023,-0.6979001175425925,"[0, 1, 2, 3]",759.73699999999
0.850014558440277,0.6312425346059274,-0.3171330544522126,0.7212827133462045,-0.5830015065942116,0.4250477583822718,0.6163967222410944,0.4433461234931637,"[0, 1, 2, 3]",829.7349999999888
0.49188709629656024,-0.22813725818081165,0.21227341553402668,-0.4173212730199771,0.1370701813803088,0.12966686763509538,-0.9082367046162334,0.774810955565594,"[0, 1, 2, 3]",768.7239999999899
0.7263506339585184,-0.434015126931095,-0.6355595396372351,0.7691299639753995,-0.15667145166461394,-0.2506546228765807,-0.2673100766344454,0.3875760786025697,"[0, 1, 2, 3]",837.7349999999869
-0.9835946512446248,0.6663313061452649,0.2992677501889891,-0.40559128066583217,-0.9697424872909799,0.7615973582348663,-0.41591289431394074,0.7153970979114364,"[0, 1, 2, 3]",1468.7359999999896
-0.520350685416821,-0.1418279105800886,0.7440265796060448,-0.06643040186903737,0.07588717863450967,-0.6363261803218361,-0.7779319885650209,0.9851535039893986,"[0, 1, 2, 3]",897.7269999999895
0.9342455422329072,-0.32569685907909074,0.2607628328672378,-0.4726474673728165,-0.43071603845031525,0.14479825785840217,-0.008740563059790318,0.4209910685500813,"[0, 1, 2, 3]",132.1810000000004
-0.9877397722310293,0.832597067171521,0.9049533997440875,0.13183113613480968,-0.14072102871657077,-0.5493242454140574,-0.7561198567128198,0.6018481245858638,"[0, 1, 2, 3]",708.7359999999888
0.7498042139627796,-0.8014722954042093,-0.9384117348251741,0.49726444784422164,0.11382761772092498,-0.9045393249733502,-0.002695525356965156,-0.9012338940109459,"[0, 1, 2, 3]",31.066000000000027
-0.1061169048713384,0.8676736718805524,0.16867683911258102,0.3106070600973003,-0.6326629988814525,0.1610410643086757,-0.4701671895587254,0.07646148896655314,"[0, 1, 2, 3]",824.7279999999884
0.39483983003513656,-0.9666320860588282,0.8054715053771431,0.15241595225531968,0.9482904185839647,0.8504083512243374,0.15620944536401637,-0.541696879517346,"[0, 1, 2, 3]",747.7289999999891
0.38246115925741075,-0.557655778837272,-0.18251509665518761,0.6725721761854606,-0.3794347207763118,0.7785934316403522,0.16684406575866984,-0.9337407259152841,"[0, 1, 2, 3]",820.7319999999867
-0.3639494202224498,-0.95027990314168,0.15424629494462527,0.17094865967471695,-0.6293271911473575,-0.7394483380392523,0.8132528652010862,-0.3046259340909121,"[0, 1, 2, 3]",759.7369999999885
0.19508436572661436,0.15906365941545353,0.9830378774880593,-0.8562893094860708,0.28892381509994713,0.35114771361222874,0.7038256514701007,0.27207965303576076,"[0, 1, 2, 3]",1514.7339999999892
